DEBUG | 2021-09-18T20:35:25,303 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,305 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,308 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:25,309 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:35:25,628 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,628 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,633 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:25,633 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:35:25,880 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,881 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:25,885 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:25,885 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:35:26,189 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,190 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,195 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:26,195 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:35:26,448 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,449 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,453 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:26,453 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:35:26,723 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,724 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:35:26,728 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:35:26,729 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 1 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
WARN  | 2021-09-18T20:38:08,605 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-18T20:38:08,759 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 15692 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-18T20:38:08,760 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-18T20:38:08,760 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-18T20:38:10,179 | c.a.c.Application logStarted 61 | Started Application in 1.508 seconds (JVM running for 376.249)
DEBUG | 2021-09-18T20:38:38,805 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [Saurabh Pareek, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:38:38,810 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [Saurabh Pareek, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:38:38,825 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 0 containing UNKNOWN instances
DEBUG | 2021-09-18T20:38:38,827 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 0 containing UNKNOWN instances}
WARN  | 2021-09-18T20:46:53,116 | o.s.w.s.PageNotFound noHandlerFound 1251 | No mapping for GET /casestudy/rest/entity
DEBUG | 2021-09-18T20:46:53,441 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:46:53,442 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:46:53,451 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:46:53,452 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
WARN  | 2021-09-18T20:46:53,666 | o.s.w.s.PageNotFound noHandlerFound 1251 | No mapping for GET /casestudy/rest/favicon.ico
DEBUG | 2021-09-18T20:47:07,381 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:47:07,381 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:47:07,391 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:47:07,392 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
WARN  | 2021-09-18T20:49:50,623 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-18T20:50:29,510 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 20808 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-18T20:50:29,516 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-18T20:50:29,517 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-18T20:50:33,428 | c.a.c.Application logStarted 61 | Started Application in 4.291 seconds (JVM running for 5.149)
DEBUG | 2021-09-18T20:50:37,781 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:37,788 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:37,926 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:37,931 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:39,180 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:39,181 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:39,191 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:39,191 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:39,971 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:39,972 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:39,979 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:39,980 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:40,260 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,260 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,269 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:40,269 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:40,483 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,484 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,490 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:40,491 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:40,693 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,694 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,702 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:40,703 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
DEBUG | 2021-09-18T20:50:40,917 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,918 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.findByNameQuery(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-18T20:50:40,925 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.findByNameQuery(..) and returning Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances
DEBUG | 2021-09-18T20:50:40,926 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=Page 1 of 2 containing com.arcelormittal.casestudy.model.persistence.PersistentExampleEntity instances}
